年份,選舉類別,分區編號,縣市,號次,名字,政黨名稱,性別,出生日期,現任,得票數,得票率,當選註記,有效票,無效票,投票數,選舉人數,投票數對選舉人數
2010,非直轄市,04001,金門縣,,梁國棟,無黨籍及未經政黨推薦,,0450703,N,,,NA,,,,,
2010,非直轄市,04001,金門縣,,翁天慶,無黨籍及未經政黨推薦,,0420510,N,,,NA,,,,,
2010,非直轄市,04001,金門縣,,楊榮祥,無黨籍及未經政黨推薦,,0421008,N,,,NA,,,,,
2010,非直轄市,04001,金門縣,,吳成典,無黨籍及未經政黨推薦,,0460510,N,,,NA,,,,,
2010,非直轄市,04001,金門縣,,李沃士,中國國民黨,,0490401,N,,,*,,,,,
2010,非直轄市,04001,金門縣,,陳水在,無黨籍及未經政黨推薦,,0371008,N,,,NA,,,,,
2010,非直轄市,04001,金門縣,,許敬民,無黨籍及未經政黨推薦,,0381118,N,,,NA,,,,,
2010,非直轄市,04002,連江縣,,楊綏生,中國國民黨,,0431110,N,,,*,,,,,
2010,非直轄市,04002,連江縣,,陳財能,無黨籍及未經政黨推薦,,0540724,N,,,NA,,,,,
2010,非直轄市,04002,連江縣,,劉增應,中國國民黨,,0470824,N,,,NA,,,,,
2014,非直轄市,10004,新竹縣,,葉芳棟,無黨籍及未經政黨推薦,,0581101,N,,,NA,,,,,
2014,非直轄市,10004,新竹縣,,邱鏡淳,中國國民黨,,0381208,Y,,,*,,,,,
2014,非直轄市,10004,新竹縣,,鄭永金,無黨籍及未經政黨推薦,,0381008,N,,,NA,,,,,
2014,非直轄市,10004,新竹縣,,莊作兵,無黨籍及未經政黨推薦,,0220615,N,,,NA,,,,,
2014,非直轄市,10005,苗栗縣,,徐耀昌,中國國民黨,,0440630,N,,,*,,,,,
2014,非直轄市,10005,苗栗縣,,康世儒,無黨籍及未經政黨推薦,,0530116,N,,,NA,,,,,
2014,非直轄市,10005,苗栗縣,,江明修,無黨籍及未經政黨推薦,,0480322,N,,,NA,,,,,
2014,非直轄市,10005,苗栗縣,,陳淑芬,無黨籍及未經政黨推薦,,0491102,N,,,NA,,,,,
2014,非直轄市,10005,苗栗縣,,曾國良,無黨籍及未經政黨推薦,,0511025,N,,,NA,,,,,
2014,非直轄市,10005,苗栗縣,,吳宜臻,民主進步黨,,0590423,N,,,NA,,,,,
2014,非直轄市,10007,彰化縣,,黃文玲,無黨籍及未經政黨推薦,,0580811,N,,,NA,,,,,
2014,非直轄市,10007,彰化縣,,洪敏雄,無黨籍及未經政黨推薦,,0501019,N,,,NA,,,,,
2014,非直轄市,10007,彰化縣,,魏明谷,民主進步黨,,0520318,N,,,*,,,,,
2014,非直轄市,10007,彰化縣,,林滄敏,中國國民黨,,0470101,N,,,NA,,,,,
2014,非直轄市,10008,南投縣,,李文忠,民主進步黨,,0470620,N,,,NA,,,,,
2014,非直轄市,10008,南投縣,,林明溱,中國國民黨,,0400213,N,,,*,,,,,
2014,非直轄市,10009,雲林縣,,張麗善,中國國民黨,,0530101,N,,,NA,,,,,
2014,非直轄市,10009,雲林縣,,李進勇,民主進步黨,,0400801,N,,,*,,,,,
2014,非直轄市,10010,嘉義縣,,黃宏成台灣阿成世界偉人,無黨籍及未經政黨推薦,,0570320,N,,,NA,,,,,
2014,非直轄市,10010,嘉義縣,,張花冠,民主進步黨,,0430707,Y,,,*,,,,,
2014,非直轄市,10010,嘉義縣,,翁重鈞,中國國民黨,,0440531,N,,,NA,,,,,
2014,非直轄市,10013,屏東縣,,簡太郎,中國國民黨,,0360215,N,,,NA,,,,,
2014,非直轄市,10013,屏東縣,,潘孟安,民主進步黨,,0520815,N,,,*,,,,,
2014,非直轄市,10002,宜蘭縣,,林聰賢,民主進步黨,,0510222,Y,,,*,,,,,
2014,非直轄市,10002,宜蘭縣,,邱淑媞,中國國民黨,,0511017,N,,,NA,,,,,
2014,非直轄市,10015,花蓮縣,,傅崐萁,無黨籍及未經政黨推薦,,0510508,Y,,,*,,,,,
2014,非直轄市,10015,花蓮縣,,徐榛蔚,無黨籍及未經政黨推薦,,0571012,N,,,NA,,,,,
2014,非直轄市,10015,花蓮縣,,黄師鵬,無黨籍及未經政黨推薦,,0460718,N,,,NA,,,,,
2014,非直轄市,10015,花蓮縣,,柯賜海,無黨籍及未經政黨推薦,,0450304,N,,,NA,,,,,
2014,非直轄市,10015,花蓮縣,,朱國華,無黨籍及未經政黨推薦,,0480617,N,,,NA,,,,,
2014,非直轄市,10015,花蓮縣,,蔡啟塔,中國國民黨,,0471009,N,,,NA,,,,,
2014,非直轄市,10014,臺東縣,,劉櫂豪,民主進步黨,,0560202,N,,,NA,,,,,
2014,非直轄市,10014,臺東縣,,黃健庭,中國國民黨,,0481106,Y,,,*,,,,,
2014,非直轄市,10016,澎湖縣,,陳光復,民主進步黨,,0441025,N,,,*,,,,,
2014,非直轄市,10016,澎湖縣,,蘇崑雄,中國國民黨,,0450407,N,,,NA,,,,,
2014,非直轄市,10017,基隆市,,謝立功,中國國民黨,,0500510,N,,,NA,,,,,
2014,非直轄市,10017,基隆市,,黃景泰,無黨籍及未經政黨推薦,,0541105,N,,,NA,,,,,
2014,非直轄市,10017,基隆市,,林右昌,民主進步黨,,0600310,N,,,*,,,,,
2014,非直轄市,10017,基隆市,,何燕堂,人民民主陣線,,0541113,N,,,NA,,,,,
2014,非直轄市,10017,基隆市,,吳武明,無黨籍及未經政黨推薦,,0460613,N,,,NA,,,,,
2014,非直轄市,10017,基隆市,,江鑒育,無黨籍及未經政黨推薦,,0490311,N,,,NA,,,,,
2014,非直轄市,10018,新竹市,,劉正幸,無黨籍及未經政黨推薦,,0441126,N,,,NA,,,,,
2014,非直轄市,10018,新竹市,,許明財,中國國民黨,,0420613,Y,,,NA,,,,,
2014,非直轄市,10018,新竹市,,蔡仁堅,無黨籍及未經政黨推薦,,0411027,N,,,NA,,,,,
2014,非直轄市,10018,新竹市,,林智堅,民主進步黨,,0640527,N,,,*,,,,,
2014,非直轄市,10018,新竹市,,吳淑敏,無黨籍及未經政黨推薦,,0540829,N,,,NA,,,,,
2014,非直轄市,10020,嘉義市,,陳秀麗,無黨籍及未經政黨推薦,,0371023,N,,,NA,,,,,
2014,非直轄市,10020,嘉義市,,陳泰山,無黨籍及未經政黨推薦,,0381005,N,,,NA,,,,,
2014,非直轄市,10020,嘉義市,,陳以真,中國國民黨,,0660125,N,,,NA,,,,,
2014,非直轄市,10020,嘉義市,,涂醒哲,民主進步黨,,0400617,N,,,*,,,,,
2014,非直轄市,10020,嘉義市,,許文建,無黨籍及未經政黨推薦,,0490706,N,,,NA,,,,,
2014,非直轄市,10020,嘉義市,,林詩涵,人民民主陣線,,0701101,N,,,NA,,,,,
2014,非直轄市,09020,金門縣,,蘇龍科,無黨籍及未經政黨推薦,,0490108,N,,,NA,,,,,
2014,非直轄市,09020,金門縣,,雷由靖,無黨籍及未經政黨推薦,,0500329,N,,,NA,,,,,
2014,非直轄市,09020,金門縣,,陳福海,無黨籍及未經政黨推薦,,0520603,N,,,*,,,,,
2014,非直轄市,09020,金門縣,,李沃士,中國國民黨,,0490401,Y,,,NA,,,,,
2014,非直轄市,09020,金門縣,,汪成華,教科文預算保障e聯盟,,0491007,N,,,NA,,,,,
2014,非直轄市,09020,金門縣,,洪志恒,無黨籍及未經政黨推薦,,0571007,N,,,NA,,,,,
2014,非直轄市,09020,金門縣,,莊育民,無黨籍及未經政黨推薦,,0590625,N,,,NA,,,,,
2014,非直轄市,09020,金門縣,,林水泉,無黨籍及未經政黨推薦,,0370826,N,,,NA,,,,,
2014,非直轄市,09020,金門縣,,許乃權,無黨籍及未經政黨推薦,,0451215,N,,,NA,,,,,
2014,非直轄市,09020,金門縣,,楊榮祥,無黨籍及未經政黨推薦,,0421008,N,,,NA,,,,,
2014,非直轄市,09007,連江縣,,劉增應,中國國民黨,,0470824,N,,,*,,,,,
2014,非直轄市,09007,連江縣,,楊綏生,中國國民黨,,0431110,Y,,,NA,,,,,
2014,直轄市,63000,臺北市,,陳汝斌,三等國民公義人權自救黨,,0260902,N,,,NA,,,,,
2014,直轄市,63000,臺北市,,趙衍慶,無黨籍及未經政黨推薦,,0251007,N,,,NA,,,,,
2014,直轄市,63000,臺北市,,李宏信,無黨籍及未經政黨推薦,,0291119,N,,,NA,,,,,
2014,直轄市,63000,臺北市,,陳永昌,無黨籍及未經政黨推薦,,0410503,N,,,NA,,,,,
2014,直轄市,63000,臺北市,,馮光遠,無黨籍及未經政黨推薦,,0420923,N,,,NA,,,,,
2014,直轄市,63000,臺北市,,連勝文,中國國民黨,,0590203,N,,,NA,,,,,
2014,直轄市,63000,臺北市,,柯文哲,無黨籍及未經政黨推薦,,0480806,N,,,*,,,,,
2014,直轄市,65000,新北市,,游錫堃,民主進步黨,,0370425,N,,,NA,,,,,
2014,直轄市,65000,新北市,,李進順,無黨籍及未經政黨推薦,,0490415,N,,,NA,,,,,
2014,直轄市,65000,新北市,,朱立倫,中國國民黨,,0500607,Y,,,*,,,,,
2014,直轄市,68000,桃園市,,鄭文燦,民主進步黨,,0560706,N,,,*,,,,,
2014,直轄市,68000,桃園市,,吳志揚,中國國民黨,,0580208,N,,,NA,,,,,
2014,直轄市,68000,桃園市,,許睿智,無黨籍及未經政黨推薦,,0270120,N,,,NA,,,,,
2014,直轄市,66000,臺中市,,胡志強,中國國民黨,,0370515,Y,,,NA,,,,,
2014,直轄市,66000,臺中市,,林佳龍,民主進步黨,,0530213,N,,,*,,,,,
2014,直轄市,67000,臺南市,,賴清德,民主進步黨,,0481006,Y,,,*,,,,,
2014,直轄市,67000,臺南市,,黃秀霜,中國國民黨,,0500220,N,,,NA,,,,,
2014,直轄市,64000,高雄市,,周可盛,無黨籍及未經政黨推薦,,0460804,N,,,NA,,,,,
2014,直轄市,64000,高雄市,,陳菊,民主進步黨,,0390610,Y,,,*,,,,,
2014,直轄市,64000,高雄市,,楊秋興,中國國民黨,,0450515,N,,,NA,,,,,
2018,非直轄市,10004,新竹縣,,楊文科,中國國民黨,,0400322,N,,,*,,,,,
2018,非直轄市,10004,新竹縣,,葉芳棟,無黨籍及未經政黨推薦,,0581101,N,,,NA,,,,,
2018,非直轄市,10004,新竹縣,,鄭朝方,民主進步黨,,0690219,N,,,NA,,,,,
2018,非直轄市,10004,新竹縣,,徐欣瑩,民國黨,,0610423,N,,,NA,,,,,
2018,非直轄市,10005,苗栗縣,,朱泰平,無黨籍及未經政黨推薦,,0440616,N,,,NA,,,,,
2018,非直轄市,10005,苗栗縣,,徐定禎,無黨籍及未經政黨推薦,,0500103,N,,,NA,,,,,
2018,非直轄市,10005,苗栗縣,,黃玉燕,無黨籍及未經政黨推薦,,0500107,N,,,NA,,,,,
2018,非直轄市,10005,苗栗縣,,徐耀昌,中國國民黨,,0440630,Y,,,*,,,,,
2018,非直轄市,10007,彰化縣,,魏明谷,民主進步黨,,0520318,Y,,,NA,,,,,
2018,非直轄市,10007,彰化縣,,王惠美,中國國民黨,,0571122,N,,,*,,,,,
2018,非直轄市,10007,彰化縣,,白雅燦,無黨籍及未經政黨推薦,,0340108,N,,,NA,,,,,
2018,非直轄市,10007,彰化縣,,黃文玲,無黨籍及未經政黨推薦,,0580811,N,,,NA,,,,,
2018,非直轄市,10007,彰化縣,,洪敏雄,無黨籍及未經政黨推薦,,0501019,N,,,NA,,,,,
2018,非直轄市,10008,南投縣,,林明溱,中國國民黨,,0400213,Y,,,*,,,,,
2018,非直轄市,10008,南投縣,,洪國浩,民主進步黨,,0471124,N,,,NA,,,,,
2018,非直轄市,10009,雲林縣,,林佳瑜,無黨籍及未經政黨推薦,,0480406,N,,,NA,,,,,
2018,非直轄市,10009,雲林縣,,李進勇,民主進步黨,,0400801,Y,,,NA,,,,,
2018,非直轄市,10009,雲林縣,,王麗萍,無黨籍及未經政黨推薦,,0510806,N,,,NA,,,,,
2018,非直轄市,10009,雲林縣,,張麗善,中國國民黨,,0530101,N,,,*,,,,,
2018,非直轄市,10010,嘉義縣,,翁章梁,民主進步黨,,0540528,N,,,*,,,,,
2018,非直轄市,10010,嘉義縣,,吳芳銘,無黨籍及未經政黨推薦,,0600314,N,,,NA,,,,,
2018,非直轄市,10010,嘉義縣,,林國龍,無黨籍及未經政黨推薦,,0390925,N,,,NA,,,,,
2018,非直轄市,10010,嘉義縣,,吳育仁,中國國民黨,,0580205,N,,,NA,,,,,
2018,非直轄市,10013,屏東縣,,李鎔任,無黨籍及未經政黨推薦,,0411222,N,,,NA,,,,,
2018,非直轄市,10013,屏東縣,,蘇清泉,中國國民黨,,0460805,N,,,NA,,,,,
2018,非直轄市,10013,屏東縣,,潘孟安,民主進步黨,,0520815,Y,,,*,,,,,
2018,非直轄市,10002,宜蘭縣,,林信華,無黨籍及未經政黨推薦,,0560708,N,,,NA,,,,,
2018,非直轄市,10002,宜蘭縣,,林姿妙,中國國民黨,,0410128,N,,,*,,,,,
2018,非直轄市,10002,宜蘭縣,,陳歐珀,民主進步黨,,0511012,N,,,NA,,,,,
2018,非直轄市,10002,宜蘭縣,,林錦坤,無黨籍及未經政黨推薦,,0531206,N,,,NA,,,,,
2018,非直轄市,10002,宜蘭縣,,陳秋境,無黨籍及未經政黨推薦,,0520108,N,,,NA,,,,,
2018,非直轄市,10015,花蓮縣,,徐榛蔚,中國國民黨,,0571012,N,,,*,,,,,
2018,非直轄市,10015,花蓮縣,,劉曉玫,民主進步黨,,0621215,N,,,NA,,,,,
2018,非直轄市,10015,花蓮縣,,黄師鵬,無黨籍及未經政黨推薦,,0460718,N,,,NA,,,,,
2018,非直轄市,10014,臺東縣,,鄺麗貞,無黨籍及未經政黨推薦,,0520312,N,,,NA,,,,,
2018,非直轄市,10014,臺東縣,,劉櫂豪,民主進步黨,,0560202,N,,,NA,,,,,
2018,非直轄市,10014,臺東縣,,黃裕斌,無黨籍及未經政黨推薦,,0380310,N,,,NA,,,,,
2018,非直轄市,10014,臺東縣,,彭權國,無黨籍及未經政黨推薦,,0520424,N,,,NA,,,,,
2018,非直轄市,10014,臺東縣,,饒慶鈴,中國國民黨,,0581123,N,,,*,,,,,
2018,非直轄市,10016,澎湖縣,,翁珍聖,無黨籍及未經政黨推薦,,0590830,N,,,NA,,,,,
2018,非直轄市,10016,澎湖縣,,鄭清發,無黨籍及未經政黨推薦,,0471204,N,,,NA,,,,,
2018,非直轄市,10016,澎湖縣,,陳大松,無黨籍及未經政黨推薦,,0470119,N,,,NA,,,,,
2018,非直轄市,10016,澎湖縣,,吳政隆,無黨籍及未經政黨推薦,,0550822,N,,,NA,,,,,
2018,非直轄市,10016,澎湖縣,,賴峰偉,中國國民黨,,0420920,N,,,*,,,,,
2018,非直轄市,10016,澎湖縣,,陳光復,民主進步黨,,0441025,Y,,,NA,,,,,
2018,非直轄市,10016,澎湖縣,,呂華苑,無黨籍及未經政黨推薦,,0481120,N,,,NA,,,,,
2018,非直轄市,10017,基隆市,,謝立功,中國國民黨,,0500510,N,,,NA,,,,,
2018,非直轄市,10017,基隆市,,林右昌,民主進步黨,,0600310,Y,,,*,,,,,
2018,非直轄市,10018,新竹市,,謝文進,無黨籍及未經政黨推薦,,0431019,N,,,NA,,,,,
2018,非直轄市,10018,新竹市,,李驥羣,無黨籍及未經政黨推薦,,0450215,N,,,NA,,,,,
2018,非直轄市,10018,新竹市,,黃源甫,無黨籍及未經政黨推薦,,0430526,N,,,NA,,,,,
2018,非直轄市,10018,新竹市,,許明財,中國國民黨,,0420613,N,,,NA,,,,,
2018,非直轄市,10018,新竹市,,郭榮睿,無黨籍及未經政黨推薦,,0430718,N,,,NA,,,,,
2018,非直轄市,10018,新竹市,,林智堅,民主進步黨,,0640527,Y,,,*,,,,,
2018,非直轄市,10020,嘉義市,,蕭淑麗,無黨籍及未經政黨推薦,,0560301,N,,,NA,,,,,
2018,非直轄市,10020,嘉義市,,黃敏惠,中國國民黨,,0480120,N,,,*,,,,,
2018,非直轄市,10020,嘉義市,,黃宏成台灣阿成世界偉人財神總統,無黨籍及未經政黨推薦,,0570320,N,,,NA,,,,,
2018,非直轄市,10020,嘉義市,,涂醒哲,民主進步黨,,0400617,Y,,,NA,,,,,
2018,非直轄市,09020,金門縣,,楊鎮浯,中國國民黨,,0610626,N,,,*,,,,,
2018,非直轄市,09020,金門縣,,洪志恒,金門高粱黨,,0571007,N,,,NA,,,,,
2018,非直轄市,09020,金門縣,,汪承樺,教科文預算保障e聯盟,,0491007,N,,,NA,,,,,
2018,非直轄市,09020,金門縣,,陳福海,無黨籍及未經政黨推薦,,0520603,Y,,,NA,,,,,
2018,非直轄市,09020,金門縣,,謝宜璋,無黨籍及未經政黨推薦,,0561202,N,,,NA,,,,,
2018,非直轄市,09020,金門縣,,洪和成,無黨籍及未經政黨推薦,,0500922,N,,,NA,,,,,
2018,非直轄市,09007,連江縣,,蘇柏豪,樹黨,,0750726,N,,,NA,,,,,
2018,非直轄市,09007,連江縣,,朱秀珍,無黨籍及未經政黨推薦,,0551227,N,,,NA,,,,,
2018,非直轄市,09007,連江縣,,魏耀乾,無黨籍及未經政黨推薦,,0390205,N,,,NA,,,,,
2018,非直轄市,09007,連江縣,,劉增應,中國國民黨,,0470824,Y,,,*,,,,,
2018,直轄市,63000,臺北市,,吳蕚洋,無黨籍及未經政黨推薦,,0490815,N,,,NA,,,,,
2018,直轄市,63000,臺北市,,丁守中,中國國民黨,,0430901,N,,,NA,,,,,
2018,直轄市,63000,臺北市,,姚文智,民主進步黨,,0541204,N,,,NA,,,,,
2018,直轄市,63000,臺北市,,柯文哲,無黨籍及未經政黨推薦,,0480806,Y,,,*,,,,,
2018,直轄市,63000,臺北市,,李錫錕,無黨籍及未經政黨推薦,,0360616,N,,,NA,,,,,
2018,直轄市,65000,新北市,,蘇貞昌,民主進步黨,,0360728,N,,,NA,,,,,
2018,直轄市,65000,新北市,,侯友宜,中國國民黨,,0460607,N,,,*,,,,,
2018,直轄市,68000,桃園市,,朱梅雪,無黨籍及未經政黨推薦,,0531031,N,,,NA,,,,,
2018,直轄市,68000,桃園市,,陳學聖,中國國民黨,,0460928,N,,,NA,,,,,
2018,直轄市,68000,桃園市,,楊麗環,無黨籍及未經政黨推薦,,0460501,N,,,NA,,,,,
2018,直轄市,68000,桃園市,,吳富彤,無黨籍及未經政黨推薦,,0481224,N,,,NA,,,,,
2018,直轄市,68000,桃園市,,鄭文燦,民主進步黨,,0560706,Y,,,*,,,,,
2018,直轄市,66000,臺中市,,宋原通,無黨籍及未經政黨推薦,,0480102,N,,,NA,,,,,
2018,直轄市,66000,臺中市,,林佳龍,民主進步黨,,0530213,Y,,,NA,,,,,
2018,直轄市,66000,臺中市,,盧秀燕,中國國民黨,,0500831,N,,,*,,,,,
2018,直轄市,67000,臺南市,,黃偉哲,民主進步黨,,0520926,N,,,*,,,,,
2018,直轄市,67000,臺南市,,高思博,中國國民黨,,0571031,N,,,NA,,,,,
2018,直轄市,67000,臺南市,,林義豐,無黨籍及未經政黨推薦,,0370204,N,,,NA,,,,,
2018,直轄市,67000,臺南市,,許忠信,無黨籍及未經政黨推薦,,0540601,N,,,NA,,,,,
2018,直轄市,67000,臺南市,,陳永和,無黨籍及未經政黨推薦,,0490216,N,,,NA,,,,,
2018,直轄市,67000,臺南市,,蘇煥智,無黨籍及未經政黨推薦,,0450720,N,,,NA,,,,,
2018,直轄市,64000,高雄市,,韓國瑜,中國國民黨,,0460617,N,,,*,,,,,
2018,直轄市,64000,高雄市,,陳其邁,民主進步黨,,0531223,N,,,NA,,,,,
2018,直轄市,64000,高雄市,,璩美鳳,無黨籍及未經政黨推薦,,0550805,N,,,NA,,,,,
2018,直轄市,64000,高雄市,,蘇盈貴,無黨籍及未經政黨推薦,,0471007,N,,,NA,,,,,
2010,直轄市,01000,臺北市,,吳炎成,無黨籍及未經政黨推薦,,0310220,N,,,NA,,,,,
2010,直轄市,01000,臺北市,,郝龍斌,中國國民黨,,0410822,Y,,,*,,,,,
2010,直轄市,01000,臺北市,,蕭淑華,無黨籍及未經政黨推薦,,0500618,N,,,NA,,,,,
2010,直轄市,01000,臺北市,,吳武明,無黨籍及未經政黨推薦,,0460613,N,,,NA,,,,,
2010,直轄市,01000,臺北市,,蘇貞昌,民主進步黨,,0360728,N,,,NA,,,,,
2010,直轄市,02000,新北市,,朱立倫,中國國民黨,,0500607,N,,,*,,,,,
2010,直轄市,02000,新北市,,蔡英文,民主進步黨,,0450831,N,,,NA,,,,,
2010,直轄市,03000,臺中市,,蘇嘉全,民主進步黨,,0451022,N,,,NA,,,,,
2010,直轄市,03000,臺中市,,胡志強,中國國民黨,,0370515,N,,,*,,,,,
2010,直轄市,04000,臺南市,,郭添財,中國國民黨,,0510615,N,,,NA,,,,,
2010,直轄市,04000,臺南市,,賴清德,民主進步黨,,0481006,N,,,*,,,,,
2010,直轄市,05000,高雄市,,楊秋興,無黨籍及未經政黨推薦,,0450515,N,,,NA,,,,,
2010,直轄市,05000,高雄市,,黃昭順,中國國民黨,,0420822,N,,,NA,,,,,
2010,直轄市,05000,高雄市,,陳菊,民主進步黨,,0390610,N,,,*,,,,,
